"row.ID","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumRings","NumAromaticRings","NumAliphaticRings","NumAromaticHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","Chi0v","Chi1v","Chi2v","Chi1n","Chi2n","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN8","MQN9","MQN10","MQN11","MQN13","MQN14","MQN16","MQN17","MQN19","MQN20","MQN21","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN35","MQN36","MQN41","MQN42"
"CSAR_3",4.16072,103.3336,193.4151332,82.7,403.408,403.1619949,6,3,8,3,4,9,49,49,3,3,0,2,0,1,13.77820969,7.257138832,4.931355819,17.09877962,4.931355819,6.858922918,8.337354145,4.736102374,10.61962671,27.34899973,12.6731582,6.851892117,57.33360723,42.55788396,4.235526235,11.25737949,19.11958442,0,0,45.50420402,0,20.25477367,0,26.37694244,11.80667304,64.94216643,11.25737949,11.85551901,15.59662998,4.794537184,9.967957042,13.17124514,0,18.12725612,36.91552463,41.86902973,23.59420649,5.693927995,4.235526235,5.948339281,5.907179729,6.176298517,20,3,0,2,3,1,0,33,1,9,8,8,7,6,4,0,3,5,2,15,0,1,2,0,0
"CSAR_36",3.6089,65.6757,117.965636,28.68,232.714,232.0767261,2,1,1,1,1,3,29,29,3,2,1,1,0,1,8.52832061,4.714160305,3.339160305,10.78340943,2.961195832,3.137028199,3.945471991,1.631983429,0,10.19038837,12.7458498,0,40.45233196,24.16967483,6.434475392,11.25737949,0,0,11.60093989,17.86094475,0,10.19038837,0,25.49169961,0,40.44968763,11.25737949,11.60093989,0,5.091706558,0,5.098681808,0,23.68577731,37.57653702,32.80953274,11.17696222,0,1.411842078,0,0,0,13,0,1,0,2,0,0,15,0,11,5,1,2,2,1,0,0,0,1,10,4,1,2,2,1
"Model_04",1.53608,109.5229,205.1210919,153.63,434.474,434.1260054,10,3,13,2,9,11,52,52,2,2,0,1,0,1,14.963089,8.495254675,6.182108301,17.85373221,4.766986435,7.021945367,9.318397725,5.092493955,25.24011919,46.1277695,21.00471522,11.33111287,44.02320767,23.0227396,4.235526235,0,11.50524905,17.379012,0,57.70286183,5.261891555,4.983978521,0,18.12030049,37.84834459,29.25415911,23.44823332,27.24968192,25.24011919,4.794537184,8.417796984,10.24587008,0,0,12.89431082,34.79828146,47.77354545,33.84504272,14.07277937,11.78716807,0,0,19,0,0,3,1,6,0,37,3,6,6,13,16,10,4,4,3,7,1,11,0,0,2,0,0
"Model_03",3.34838,112.8792,214.7754796,138.62,447.879,447.1309465,10,3,5,3,8,11,53,53,3,2,1,1,1,1,15.41120285,7.962401051,5.093997045,18.38711206,4.716032572,7.39324718,11.19639643,6.342086451,24.83021557,48.77502037,0,11.33111287,57.23004017,18.25773263,7.84631747,0,16.29978624,17.379012,11.60093989,52.98203096,6.693091212,9.967957042,0,25.49169961,36.85556768,28.97429393,23.44823332,29.13730346,24.62921041,5.309813353,9.778515705,10.24587008,0,11.60093989,25.16119341,29.9403973,51.63821465,17.56824498,8.641546934,7.125127652,5.879988336,6.031114512,20,0,1,1,4,3,2,29,1,18,6,5,15,10,3,3,0,3,4,13,5,0,2,5,3
"CSAR_2",4.60652,122.7316,219.1195091,85.83,449.917,449.1418662,6,3,8,2,5,8,53,53,4,4,0,2,0,2,16.15617416,8.696121069,6.051329095,18.65979738,5.673364622,7.705533895,9.195599892,4.783274935,11.02953033,20.44223642,12.99371937,12.66911296,51.85247367,66.72755879,9.258159549,11.25737949,10.33875433,0,11.60093989,38.09413248,0,19.84487004,0,19.84561149,5.719716976,99.95169542,11.25737949,23.4564589,15.59662998,4.794537184,14.35837209,0,0,47.85545214,41.66950272,35.01523695,31.27793965,11.51114884,4.235526235,5.948339281,5.907179729,0,24,1,1,2,3,1,0,32,1,12,11,8,7,6,3,0,3,3,2,21,0,1,3,0,0
"CSAR_38",5.1477,117.7401,195.7897612,58.64,485.35,485.0058811,4,1,5,1,3,6,43,43,4,4,0,2,0,2,16.01009671,9.33411704,6.891127423,15.05275158,4.866672509,7.253427793,7.73614269,3.862560007,0,25.33778291,10.79956904,3.570182271,20.56137834,77.66546097,1.411842078,33.90261496,0,0,22.59087063,26.18211891,0,14.94496031,0,4.895483476,6.183924101,76.34015977,33.90261496,33.39043967,4.97700327,9.192877013,4.983978521,0,0,24.16967483,58.84538287,58.59757946,27.83695866,5.824404498,1.411842078,0,0,0,21,0,0,0,3,1,0,22,1,12,11,5,5,4,2,0,1,1,2,21,0,1,3,0,0
"CSAR_1",2.21582,99.3201,180.6875445,116.92,351.41,351.1695249,7,5,9,4,5,7,47,47,3,3,0,2,0,1,12.55256456,6.67070947,4.423855424,16.86781214,4.423855424,5.170303449,7.79456314,3.891530582,11.02953033,33.95113313,0,6.851892117,55.93832243,48.60030267,5.647368313,11.25737949,5.948339281,0,0,37.48285059,1.431199657,20.25477367,0,19.24270949,12.27870222,65.42113365,11.25737949,11.85551901,21.11534179,4.794537184,9.967957042,0,0,30.21209354,30.39413871,31.32201994,26.79016458,5.693927995,5.647368313,7.379538938,5.907179729,0,19,0,0,2,3,2,0,31,1,9,8,9,9,7,1,1,3,4,2,15,0,1,2,0,0
"CSAR_21",3.47962,86.9627,159.001779,72.95,310.357,310.1429758,6,1,6,1,5,6,41,41,3,3,0,2,0,1,11.10535096,5.882463263,3.975503107,14.82967686,3.975503107,4.564866917,6.078787707,3.010264524,5.309813353,26.98615498,0,6.851892117,42.76692711,46.95050239,1.411842078,22.51475897,4.794537184,0,0,34.03236965,0,20.24696135,0,26.57356882,0,48.18765488,22.51475897,6.031114512,9.83290829,0,4.794537184,9.780484743,0,35.3687568,26.59809506,30.09106618,22.22344794,11.45417541,1.411842078,0,0,6.031114512,17,0,0,1,3,1,1,26,1,8,8,6,8,6,1,0,2,4,3,13,0,2,1,0,0
"Model_02",4.2234,108.0335,198.0479498,71.36,422.387,422.1078134,6,1,4,1,5,8,47,47,5,3,2,0,2,3,14.7833493,8.225586576,5.887475018,16.13383487,5.887475018,8.392696728,7.479471064,3.210094186,9.636772685,23.57344414,22.58724507,11.63444168,37.25173282,59.5374811,1.431199657,11.12690298,14.46821637,5.749511833,0,50.25120501,0,0,5.155712727,13.05584493,11.64495532,82.70656453,16.87641482,17.30625101,19.58316946,4.794537184,8.780830095,0,0,29.32538756,41.33899652,16.69035448,36.56309243,20.12547063,12.45673059,0,5.907179729,1.431199657,23,2,0,1,1,2,2,22,2,18,9,4,10,6,3,2,0,1,2,21,2,1,4,4,2
"Model_01",4.0843,108.0755,195.2873849,71.36,404.397,404.1172352,6,1,4,1,5,7,47,47,5,3,2,0,2,3,14.40538483,8.036604339,5.698492781,16.44485263,5.698492781,7.518818767,7.274434162,2.909815382,9.636772685,23.57344414,22.58724507,5.817220841,38.62249137,65.5798998,1.431199657,11.12690298,10.07780132,5.749511833,0,47.23154852,0,0,5.155712727,13.05584493,11.64495532,82.93176239,16.87641482,17.30625101,19.58316946,4.794537184,4.390415048,0,0,47.45264368,29.25415911,16.69035448,37.93385099,14.30824979,12.45673059,0,5.907179729,1.431199657,23,1,0,1,1,2,2,22,2,18,9,4,10,6,2,2,0,1,2,21,2,1,4,4,2
